50;0:00.070;a cpu;46,2;0:00.070;d cpu;15,4;0:00.030;g cpu;50;0:00.080;j cpu
83,3;0:00.170;b time;92,3;0:00.190;e time;92,9;0:00.160;h time;100;0:00.220;k time
100;0:00.290;LEFT;28,6;0:00.230;LEFT;92,9;0:00.290;LEFT;100;0:00.370;LEFT
92,3;0:00.410;PARDUS;85,7;0:00.350;PARDUS;76,9;0:00.390;UBUNTU;86,7;0:00.500;UBUNTU
75;0:00.500;GPOS;100;0:00.480;RTOS;100;0:00.530;GPOS;100;0:00.650;RTOS
92,3;0:00.620;;57,1;0:00.560;;100;0:00.670;;93,3;0:00.790;
100;0:00.750;;100;0:00.700;;100;0:00.800;;100;0:00.940;
100;0:00.880;;100;0:00.840;;100;0:00.940;;100;0:01.080;
100;0:01.010;;86,7;0:00.970;;100;0:01.070;;80;0:01.200;
107,7;0:01.150;;100;0:01.100;;92,3;0:01.190;;78,6;0:01.310;
64,3;0:01.240;;100;0:01.240;;71,4;0:01.290;;64,3;0:01.400;
66,7;0:01.320;;69,2;0:01.330;;42,9;0:01.350;;86,7;0:01.530;
75;0:01.410;;76,9;0:01.430;;92,9;0:01.480;;50;0:01.600;
100;0:01.530;;42,9;0:01.490;;57,1;0:01.560;;14,3;0:01.620;
100;0:01.650;;100;0:01.620;;21,4;0:01.590;;6,2;0:01.630;
100;0:01.770;;92,9;0:01.750;;7,1;0:01.600;;7,1;0:01.640;
100;0:01.890;;107,7;0:01.890;;7,7;0:01.610;;7,1;0:01.650;
38,5;0:01.940;;100;0:02.030;;7,7;0:01.620;;7,7;0:01.660;
8,3;0:01.950;;76,9;0:02.130;;7,7;0:01.630;;6,7;0:01.670;
14,3;0:01.970;;21,4;0:02.160;;7,7;0:01.640;;7,1;0:01.680;
7,1;0:01.980;;6,2;0:02.170;;7,7;0:01.650;;7,1;0:01.690;
7,7;0:01.990;;7,7;0:02.180;;7,7;0:01.660;;7,1;0:01.700;
15,4;0:02.010;;15,4;0:02.200;;7,7;0:01.670;;7,1;0:01.710;
8,3;0:02.020;;7,7;0:02.210;;15,4;0:01.690;;6,7;0:01.720;
16,7;0:02.040;;7,7;0:02.220;;7,7;0:01.700;;7,1;0:01.730;
8,3;0:02.050;;7,7;0:02.230;;7,7;0:01.710;;6,7;0:01.740;
7,7;0:02.060;;7,7;0:02.240;;7,1;0:01.720;;7,1;0:01.750;
8,3;0:02.070;;7,1;0:02.250;;7,1;0:01.730;;6,7;0:01.760;
8,3;0:02.080;;7,7;0:02.260;;7,7;0:01.740;;6,2;0:01.770;
8,3;0:02.090;;7,7;0:02.270;;7,1;0:01.750;;6,7;0:01.780;
7,7;0:02.100;;15,4;0:02.290;;7,7;0:01.760;;7,1;0:01.790;
8,3;0:02.110;;7,7;0:02.300;;7,7;0:01.770;;7,1;0:01.800;
8,3;0:02.120;;7,1;0:02.310;;7,7;0:01.780;;13,3;0:01.820;
7,7;0:02.130;;15,4;0:02.330;;7,1;0:01.790;;7,1;0:01.830;
6,2;0:02.140;;7,7;0:02.340;;6,2;0:01.800;;7,1;0:01.840;
8,3;0:02.150;;7,7;0:02.350;;6,7;0:01.810;;7,1;0:01.850;
8,3;0:02.160;;7,7;0:02.360;;7,7;0:01.820;;7,1;0:01.860;
7,7;0:02.170;;7,7;0:02.370;;7,1;0:01.830;;7,1;0:01.870;
9,1;0:02.180;;7,1;0:02.380;;6,7;0:01.840;;7,1;0:01.880;
8,3;0:02.190;;7,7;0:02.390;;7,7;0:01.850;;6,7;0:01.890;
7,1;0:02.200;;7,7;0:02.400;;7,1;0:01.860;;6,7;0:01.900;
8,3;0:02.210;;7,7;0:02.410;;7,7;0:01.870;;7,1;0:01.910;
7,1;0:02.220;;7,7;0:02.420;;7,1;0:01.880;;14,3;0:01.930;
8,3;0:02.230;;7,7;0:02.430;;7,1;0:01.890;;6,7;0:01.940;
8,3;0:02.240;;7,7;0:02.440;;6,7;0:01.900;;7,1;0:01.950;
7,7;0:02.250;;6,2;0:02.450;;7,1;0:01.910;;7,1;0:01.960;
7,1;0:02.260;;7,7;0:02.460;;7,1;0:01.920;;6,2;0:01.970;
8,3;0:02.270;;7,7;0:02.470;;6,7;0:01.930;;7,1;0:01.980;
7,7;0:02.280;;7,7;0:02.480;;7,7;0:01.940;;7,1;0:01.990;
7,7;0:02.290;;7,1;0:02.490;;7,7;0:01.950;;7,1;0:02.000;
7,7;0:02.300;;7,7;0:02.500;;7,7;0:01.960;;7,1;0:02.010;
8,3;0:02.310;;7,1;0:02.510;;7,7;0:01.970;;7,1;0:02.020;
8,3;0:02.320;;7,7;0:02.520;;7,7;0:01.980;;6,7;0:02.030;
7,7;0:02.330;;7,7;0:02.530;;7,7;0:01.990;;7,1;0:02.040;
8,3;0:02.340;;8,3;0:02.540;;7,7;0:02.000;;14,3;0:02.060;
8,3;0:02.350;;7,7;0:02.550;;7,1;0:02.010;;6,7;0:02.070;
7,7;0:02.360;;7,7;0:02.560;;7,7;0:02.020;;6,7;0:02.080;
16,7;0:02.380;;7,7;0:02.570;;7,1;0:02.030;;7,1;0:02.090;
7,7;0:02.390;;7,7;0:02.580;;7,7;0:02.040;;6,2;0:02.100;
8,3;0:02.400;;7,1;0:02.590;;7,1;0:02.050;;6,7;0:02.110;
15,4;0:02.420;;7,1;0:02.600;;7,7;0:02.060;;7,1;0:02.120;
7,7;0:02.430;;7,7;0:02.610;;7,7;0:02.070;;6,7;0:02.130;
8,3;0:02.440;;7,1;0:02.620;;7,7;0:02.080;;6,2;0:02.140;
8,3;0:02.450;;7,7;0:02.630;;7,7;0:02.090;;5,6;0:02.150;
7,7;0:02.460;;7,7;0:02.640;;7,1;0:02.100;;6,7;0:02.160;
8,3;0:02.470;;7,7;0:02.650;;7,1;0:02.110;;7,1;0:02.170;
15,4;0:02.490;;7,7;0:02.660;;7,7;0:02.120;;7,1;0:02.180;
7,7;0:02.500;;7,7;0:02.670;;7,7;0:02.130;;6,7;0:02.190;
7,7;0:02.510;;7,1;0:02.680;;7,7;0:02.140;;7,1;0:02.200;
7,7;0:02.520;;7,7;0:02.690;;7,7;0:02.150;;7,1;0:02.210;
7,7;0:02.530;;7,7;0:02.700;;7,7;0:02.160;;7,1;0:02.220;
7,7;0:02.540;;7,7;0:02.710;;7,7;0:02.170;;6,7;0:02.230;
7,7;0:02.550;;7,1;0:02.720;;7,7;0:02.180;;7,1;0:02.240;
8,3;0:02.560;;7,7;0:02.730;;7,1;0:02.190;;7,1;0:02.250;
