61,5;0:00.090;a cpu;61,5;0:00.090;d cpu;21,4;0:00.040;g cpu;64,3;0:00.100;j cpu
100;0:00.210;b time;100;0:00.210;e time;75;0:00.130;h time;93,3;0:00.240;k time
100;0:00.340;LEFT;100;0:00.340;LEFT;14,3;0:00.150;LEFT;93,3;0:00.380;LEFT
91,7;0:00.450;PARDUS;91,7;0:00.450;PARDUS;53,8;0:00.220;UBUNTU;86,7;0:00.510;UBUNTU
100;0:00.580;GPOS;100;0:00.580;RTOS;100;0:00.350;GPOS;92,9;0:00.640;RTOS
100;0:00.700;;100;0:00.700;;78,6;0:00.460;;107,7;0:00.780;
100;0:00.830;;100;0:00.830;;92,9;0:00.730;;92,9;0:00.910;
100;0:00.950;;100;0:00.950;;100;0:00.860;;107,1;0:01.060;
84,6;0:01.060;;84,6;0:01.060;;75;0:01.080;;71,4;0:01.160;
91,7;0:01.170;;91,7;0:01.170;;66,7;0:01.180;;60;0:01.250;
75;0:01.260;;75;0:01.260;;71,4;0:01.390;;87,5;0:01.390;
53,8;0:01.330;;53,8;0:01.330;;15,4;0:01.410;;73,3;0:01.500;
100;0:01.450;;100;0:01.450;;23,1;0:01.440;;6,7;0:01.510;
108,3;0:01.580;;108,3;0:01.580;;7,1;0:01.450;;6,7;0:01.520;
100;0:01.700;;100;0:01.700;;7,7;0:01.460;;6,7;0:01.530;
100;0:01.830;;100;0:01.830;;7,1;0:01.470;;7,7;0:01.540;
76,9;0:01.930;;76,9;0:01.930;;7,7;0:01.480;;7,1;0:01.550;
25;0:01.960;;25;0:01.960;;7,7;0:01.490;;7,1;0:01.560;
6,7;0:01.970;;6,7;0:01.970;;7,1;0:01.500;;6,7;0:01.570;
7,7;0:01.980;;7,7;0:01.980;;7,1;0:01.510;;7,1;0:01.580;
8,3;0:01.990;;8,3;0:01.990;;7,7;0:01.520;;7,1;0:01.590;
7,7;0:02.000;;7,7;0:02.000;;6,7;0:01.530;;7,1;0:01.600;
7,7;0:02.010;;7,7;0:02.010;;6,2;0:01.540;;7,1;0:01.610;
8,3;0:02.020;;8,3;0:02.020;;7,7;0:01.550;;7,1;0:01.620;
7,7;0:02.030;;7,7;0:02.030;;7,7;0:01.560;;7,1;0:01.630;
16,7;0:02.050;;16,7;0:02.050;;7,7;0:01.570;;7,1;0:01.640;
7,7;0:02.060;;7,7;0:02.060;;7,7;0:01.580;;7,1;0:01.650;
8,3;0:02.070;;8,3;0:02.070;;7,1;0:01.590;;7,7;0:01.660;
8,3;0:02.080;;8,3;0:02.080;;7,7;0:01.600;;7,1;0:01.670;
7,7;0:02.090;;7,7;0:02.090;;7,1;0:01.610;;7,1;0:01.680;
8,3;0:02.100;;8,3;0:02.100;;7,7;0:01.620;;7,1;0:01.690;
7,7;0:02.110;;7,7;0:02.110;;7,7;0:01.630;;7,1;0:01.700;
8,3;0:02.120;;8,3;0:02.120;;7,7;0:01.640;;6,7;0:01.710;
7,7;0:02.130;;7,7;0:02.130;;7,7;0:01.650;;7,1;0:01.720;
8,3;0:02.140;;8,3;0:02.140;;6,7;0:01.660;;6,7;0:01.730;
8,3;0:02.150;;8,3;0:02.150;;6,2;0:01.680;;7,1;0:01.740;
8,3;0:02.160;;8,3;0:02.160;;7,1;0:01.690;;5,9;0:01.750;
8,3;0:02.170;;8,3;0:02.170;;7,7;0:01.700;;7,1;0:01.760;
8,3;0:02.180;;8,3;0:02.180;;7,7;0:01.710;;7,1;0:01.770;
8,3;0:02.190;;8,3;0:02.190;;7,7;0:01.720;;7,1;0:01.780;
8,3;0:02.200;;8,3;0:02.200;;7,7;0:01.730;;7,1;0:01.790;
